doc_idxs,tokens,tags,clidxs,base_forms
ru-131,"14 : 54 , 2 Ноябрь , 2018 Власти Пакистана анки Асии Биби делу о богохульстве ранее отменил Верховный суд",O O O O O O O O O B_LOC O B_PER I_PER O O O O O B_ORG I_ORG,O O O O O O O O O B_GPE-Pakistan O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan,O O O O O O O O O Пакистан O Асия Биби O O O O O Верховный суд
ru-131,"По его данным , это произошло на фоне провала переговоров о судьбе Биби публичного повешения Биби",O O O O O O O O O O O O B_PER O O B_PER,O O O O O O O O O O O O B_PER-Asia-Bibi O O B_PER-Asia-Bibi,O O O O O O O O O O O O Биби O O Биби
ru-131,"В пятницу продолжились демонстрации против освобождения христианки : так , около 2 тыс .",O O O O O O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O
ru-131,сторонников исламистов блокировали ключевую дорогу между Исламабадом,O O O O O O B_LOC,O O O O O O B_GPE-Islamabad,O O O O O O Исламабад
ru-131,"Кроме этого , адвокат духовного лица в провинции Пенджаб отношении Биби",O O O O O O O O B_LOC O B_PER,O O O O O O O O B_GPE-Punjab O B_PER-Asia-Bibi,O O O O O O O O Пенджаб O Биби
ru-131,"AP отмечает , что сроки рассмотрения апелляции пока не определены , однако этот юридический процесс может отложить освобождение Биби",B_ORG O O O O O O O O O O O O O O O O O B_PER,B_ORG-AP-The-Associated-Press O O O O O O O O O O O O O O O O O B_PER-Asia-Bibi,AP O O O O O O O O O O O O O O O O O Биби
ru-131,В середине октября из Великобритании лся муж Биби,O O O O B_LOC O O B_PER,O O O O B_GPE-Great-Britain O O B_PER-Asia-Bibi,O O O O Великобритания O O Биби
ru-131,"По информации AP пания предложили ей убежище , однако семья Биби",O O B_ORG O O O O O O O B_PER,O O B_ORG-AP-The-Associated-Press O O O O O O O B_PER-Asia-Bibi,O O AP O O O O O O O Биби
ru-131,"Ранее верховный суд Пакистана , которая в 2010 году была приговорена к смертной казни за богохульство .",O B_ORG I_ORG I_ORG O O O O O O O O O O O O O,O B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan O O O O O O O O O O O O O,O верховный суд Пакистана O O O O O O O O O O O O O
ru-131,"Биби была признана виновной в оскорблении пророка Мухаммеда а , влечет за собой высшую меру наказания .",B_PER O O O O O O B_PER O O O O O O O O O,B_PER-Asia-Bibi O O O O O O B_PER-Prophet-Muhammad O O O O O O O O O,Биби O O O O O O Мухаммед O O O O O O O O O
ru-1054,Борис Джонсон,B_PER I_PER,B_PER-Boris-Johnson I_PER-Boris-Johnson,Борис Джонсон
ru-1054,Фото : GLOBAL LOOK press dra Haria Глава министерства иностранных дел Британии,O O B_PRO I_PRO I_PRO O O O B_ORG I_ORG I_ORG I_ORG,O O B_PRO-Global-Look-Press I_PRO-Global-Look-Press I_PRO-Global-Look-Press O O O B_ORG-Foreign-Office I_ORG-Foreign-Office I_ORG-Foreign-Office I_ORG-Foreign-Office,O O GLOBAL LOOK press O O O министерство иностранных дел Британии
ru-1054,Об этом журналистам рассказали источники из офиса премьера страны .,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
ru-1054,""" Сегодня днем ​​премьер-министр приняла отставку Бориса Джонсона",O O O O O O B_PER I_PER,O O O O O O B_PER-Boris-Johnson I_PER-Boris-Johnson,O O O O O O Борис Джонсон
ru-1054,Его замена будет объявлена ​​в ближайшее время .,O O O O O O O O,O O O O O O O O,O O O O O O O O
ru-1054,Премьер-министр благодарит Бориса аявление .,O O B_PER O O,O O B_PER-Boris-Johnson O O,O O Борис O O
ru-1054,цитирует Глава внешнеполитического ведомства й отставке почти сразу после скандального увольнения министра по Brexit,O O B_ORG I_ORG O O O O O O O O O B_EVT,O O B_ORG-Foreign-Office I_ORG-Foreign-Office O O O O O O O O O B_EVT-Brexit,O O внешнеполитическое ведомство O O O O O O O O O Brexit
ru-1054,Тот разругался с Терезой Мэй,O O O B_PER I_PER,O O O B_PER-Theresa-May I_PER-Theresa-May,O O O Тереза Мэй
ru-1054,"Напомним , в пятницу , 6 июля , британский премьер пригрозила разогнать всех , кто посмеет помешать Соединенному Королевству",O O O O O O O O O O O O O O O O O B_LOC I_LOC,O O O O O O O O O O O O O O O O O B_GPE-Great-Britain I_GPE-Great-Britain,O O O O O O O O O O O O O O O O O Соединенное Королевство
ru-1054,Ее слова касались и Бориса Джонсона,O O O O B_PER I_PER,O O O O B_PER-Boris-Johnson I_PER-Boris-Johnson,O O O O Борис Джонсон
ru-1054,Между тем опальный глава внешнеполитического ведомства но .,O O O O B_ORG I_ORG O O,O O O O B_ORG-Foreign-Office I_ORG-Foreign-Office O O,O O O O внешнеполитическое ведомство O O
ru-1054,"Он заявил , что никогда и в мыслях у него не было подсидеть Мэй",O O O O O O O O O O O O O B_PER,O O O O O O O O O O O O O B_PER-Theresa-May,O O O O O O O O O O O O O Мэй
ru-1054,И вообще он очень даже ей По информации агентства AP,O O O O O O O O O B_ORG,O O O O O O O O O B_ORG-AP-The-Associated-Press,O O O O O O O O O AP
ru-1054,"Как известно , он вместе с Дэвисом из Евросоюза",O O O O O O B_PER O B_ORG,O O O O O O B_PER-David-Davis O B_ORG-European-Union,O O O O O O Дэвис O Евросоюз
ru-1054,Новость дополняется .,O O O,O O O,O O O
ru-145,"Десятки манифестантов собрались перед зданием суда , в то время как другие группы недовольных перекрыли 21 дорогу , в том числе федеральную трассу Исламабад-Равалпинди",O O O O O O O O O O O O O O O O O O O O O O O B_LOC,O O O O O O O O O O O O O O O O O O O O O O O B_LOC-Islamabad-Rawalpindi-Road,O O O O O O O O O O O O O O O O O O O O O O O Исламабад-Равалпинди
ru-145,В Карачи ктивисты стали жечь автомобильные покрышки .,O B_LOC O O O O O O,O B_GPE-Karachi O O O O O O,O Карачи O O O O O O
ru-145,Выступления начались и в Пешаваре,O O O O B_LOC,O O O O B_GPE-Peshawar,O O O O Пешавар
ru-145,Перекрыта одна из железных дорог .,O O O O O O,O O O O O O,O O O O O O
ru-145,"Недовольные обещают , что не прекратят протесты , пока "" Биби",O O O O O O O O O O B_PER,O O O O O O O O O O B_PER-Asia-Bibi,O O O O O O O O O O Биби
ru-145,Полиция призывает демонстрантов мирно разойтись .,O O O O O O,O O O O O O,O O O O O O
ru-145,"Протесты организованы исламскими радикалами , в частности - популярной в Пакистане",O O O O O O O O O O B_LOC,O O O O O O O O O O B_GPE-Pakistan,O O O O O O O O O O Пакистан
ru-145,"Ее лидер Хадим Хусейн Ризви ил , что судьи заслуживают смерти за оправдательный приговор и призвали премьер-министра Пакистана",O O B_PER I_PER I_PER O O O O O O O O O O O O B_LOC,O O B_PER-Khadim-Hussain-Rizvi I_PER-Khadim-Hussain-Rizvi I_PER-Khadim-Hussain-Rizvi O O O O O O O O O O O O B_GPE-Pakistan,O O Хадим Хусейн Ризви O O O O O O O O O O O O Пакистан
ru-145,"Еще до объявления вердикта Верховного суда рану за несколько часов "" , если Биби",O O O O B_ORG I_ORG O O O O O O O B_PER,O O O O B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan O O O O O O O B_PER-Asia-Bibi,O O O O Верховный суд O O O O O O O Биби
ru-145,"Хадим Резви и его партия , созданная в 2015 году , известна своими призывами наказывать за богохульство .",B_PER I_PER O O O O O O O O O O O O O O O O,B_PER-Khadim-Hussain-Rizvi I_PER-Khadim-Hussain-Rizvi O O O O O O O O O O O O O O O O,Хадим Резви O O O O O O O O O O O O O O O O
ru-145,"Истоки лежат в воззрениях партии - ее члены следуют учению южноазиатской ветви суннитского ислама Барельви , в которой личности Пророка",O O O O O O O O O O O O O O O O O O O B_PER,O O O O O O O O O O O O O O O O O O O B_PER-Prophet-Muhammad,O O O O O O O O O O O O O O O O O O O Пророк
ru-145,В 2015 году ее сторонники в течение нескольких недель блокировали Исламабад или Пророка,O O O O O O O O O O B_LOC O B_PER,O O O O O O O O O O B_GPE-Islamabad O B_PER-Prophet-Muhammad,O O O O O O O O O O Исламабад O Пророк
ru-145,"В настоящее время партия стремительно набирает силу , что показали последние парламентские выборы - на них "" Техрик-э-Лабайк Пакистан",O O O O O O O O O O O O O O O O O B_ORG I_ORG,O O O O O O O O O O O O O O O O O B_ORG-Tehreek-e-Labbaik-Pakistan I_ORG-Tehreek-e-Labbaik-Pakistan,O O O O O O O O O O O O O O O O O Техрик-э-Лабайк Пакистан
ru-145,"Население , особенно в сельских районах , уставшее от неспособности властей вывести страну из затяжного кризиса , охотно голосует за ультрарелигиозных деятелей .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O
ru-145,В Пакистане ереведены на усиленный режим службы полиция и внутренние войска .,O B_LOC O O O O O O O O O O,O B_GPE-Pakistan O O O O O O O O O O,O Пакистан O O O O O O O O O O
ru-145,"Власти и светские партии тем временем заявляют , что решение Верховного суда",O O O O O O O O O O B_ORG I_ORG,O O O O O O O O O O B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan,O O O O O O O O O O Верховный суд
ru-145,Асия Биби ( настоящее имя Асия Норин в католической семье в небольшой деревне Иттан Вали,B_PER I_PER O O O B_PER I_PER O O O O O O B_LOC I_LOC,B_PER-Asia-Bibi I_PER-Asia-Bibi O O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O B_GPE-Ittanwali I_GPE-Ittanwali,Асия Биби O O O Асия Норин O O O O O O Иттан Вали
ru-145,"Христиане в Пакистане маются низкооплачиваемым малоквалифицированным трудом , и Асия",O O B_LOC O O O O O O B_PER,O O B_GPE-Pakistan O O O O O O B_PER-Asia-Bibi,O O Пакистан O O O O O O Асия
ru-145,"Вышла замуж за работника кирпичной фабрики , у которого уже было трое детей , и родила ему еще двоих .",O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O
ru-145,Их семья были единственными христианами в Иттан Вали,O O O O O O B_LOC I_LOC,O O O O O O B_GPE-Ittanwali I_GPE-Ittanwali,O O O O O O Иттан Вали
ru-145,"В июне 2009 года во время сбора ягод фалсы , женщины-мусульманки , работавшие рядом , попросили ее принести воды из колодца .",O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O
ru-145,"Она принесла , при этом попила и сама , использовав металлическую кружку , лежавшую рядом с колодцем .",O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O
ru-145,"Это заметила ее соседка , с которой у семьи Биби ости , увидела это и заявила , что христианка не имеет права пить из посуды , которую используют мусульмане .",O O O O O O O O O B_PER O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B_PER-Asia-Bibi O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O Биби O O O O O O O O O O O O O O O O O O O O
ru-145,"А дальше началась перепалка , из которой потом выросло целое дело , прогремевшее на весь мир .",O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O
ru-145,"Как утверждали мусульманки , Биби рошее об исламе и Пророке .",O O O O B_PER O O O O O O,O O O O B_PER-Asia-Bibi O O O O O O,O O O O Биби O O O O O O
ru-145,При это сама Асия рицает .,O O O B_PER O O,O O O B_PER-Asia-Bibi O O,O O O Асия O O
ru-145,"Тем не менее на Биби стному мулле , сказав , что она оскорбила ислам и Пророка",O O O O B_PER O O O O O O O O O O B_PER,O O O O B_PER-Asia-Bibi O O O O O O O O O O B_PER-Prophet-Muhammad,O O O O Биби O O O O O O O O O O Пророк
ru-145,"Толпа пошла к ее дому , там Биби ь , пока не подоспела полиция .",O O O O O O O B_PER O O O O O O O,O O O O O O O B_PER-Asia-Bibi O O O O O O O,O O O O O O O Биби O O O O O O O
ru-145,Было инициировано расследование и Биби,O O O O B_PER,O O O O B_PER-Asia-Bibi,O O O O Биби
ru-145,Обвинение было выдвинуто только через год после ее пребывания в тюрьме .,O O O O O O O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O
ru-145,"Что интересно , Биби енщиной в Пакистане",O O O B_PER O O B_LOC,O O O B_PER-Asia-Bibi O O B_GPE-Pakistan,O O O Биби O O Пакистан
ru-145,"В 2010 году суд города Шейкхупура , Пенджаб , приговорил Биби долларам .",O O O O O O O O O O B_PER O O,O O O O O O O O O O B_PER-Asia-Bibi O O,O O O O O O O O O O Биби O O
ru-145,Во время вынесения приговора толпа выломала двери и ворвалась в зал суда .,O O O O O O O O O O O O O,O O O O O O O O O O O O O,O O O O O O O O O O O O O
ru-145,"Сама подсудимая заявила ( и продолжает заявлять ) , что всегда с уважением относилась к исламу и не думала кощунствовать .",O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O
ru-145,Биби подала апелляцию в суд Лахора,B_PER O O O O B_LOC,B_PER-Asia-Bibi O O O O B_GPE-Lahore,Биби O O O O Лахор
ru-145,"В тюрьме Лахора жали в отдельной камере , так как существовала вероятность , что другие арестованные убьют ее .",O O B_LOC O O O O O O O O O O O O O O O O,O O B_GPE-Lahore O O O O O O O O O O O O O O O O,O O Лахор O O O O O O O O O O O O O O O O
ru-145,В 2014 году суд Лахора смертный приговор .,O O O O B_LOC O O O,O O O O B_GPE-Lahore O O O,O O O O Лахор O O O
ru-145,Тогда Биби а апелляцию в Верховный суд Пакистана е невиновности .,O B_PER O O O O O B_LOC O O O,O B_PER-Asia-Bibi O O O O O B_GPE-Pakistan O O O,O Биби O O O O O Пакистан O O O
ru-145,Дело вызвало большой резонанс в мире .,O O O O O O O,O O O O O O O,O O O O O O O
ru-145,О необходимости освобождения Биби е понтифики Бенедикт XVI и Франциск .,O O O B_PER O O O O O O O,O O O B_PER-Asia-Bibi O O O O O O O,O O O Биби O O O O O O O
ru-145,"В 2010 году тогдашний президент Франции Николя Саркози заявил , что готов предоставить Биби столице .",O O O O O O O O O O O O O B_PER O O,O O O O O O O O O O O O O B_PER-Asia-Bibi O O,O O O O O O O O O O O O O Биби O O
ru-145,В 2014 году просьбу о помиловании Биби риарх Московский и всея Руси Кирилл .,O O O O O O B_PER O O O O O O O,O O O O O O B_PER-Asia-Bibi O O O O O O O,O O O O O O Биби O O O O O O O
ru-145,"Теперь Биби тся , что после освобождения ей и ее близким опасно будет оставаться в Пакистане",O B_PER O O O O O O O O O O O O O B_LOC,O B_PER-Asia-Bibi O O O O O O O O O O O O O B_GPE-Pakistan,O Биби O O O O O O O O O O O O O Пакистан
ru-90,"Если Вы заметили ошибку , пожалуйста , выделите её мышкой и нажмите Ctrl+Enter В Пакистане стане оправдали женщину христианского вероисповедания , которая ранее была приговорена к смерти .",O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O,O O O O O O O O O O O O O O B_GPE-Pakistan O O O O O O O O O O O O O,O O O O O O O O O O O O O O Пакистан O O O O O O O O O O O O O
ru-90,Адвокат Асии Биби что его подзащитная отказывается признавать вину в богохульстве .,O B_PER I_PER O O O O O O O O O,O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O O O,O Асия Биби O O O O O O O O O
ru-90,Как напомнил юрист Сайфул Малук Верховный суд Пакистана отклонил три года назад .,O O O B_PER I_PER O O O O O O O O,O O O B_PER-Saif-Ul-Malook I_PER-Saif-Ul-Malook O O O O O O O O,O O O Сайфул Малук O O O O O O O O
ru-90,"Тогда смертный приговор был оставлен в силе , однако сейчас , подчеркнул адвокат , он надеется на положительное решение , сообщает BBC News",O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG,O O O O O O O O O O O O O O O O O O O O O B_ORG-BBC-News-Russian I_ORG-BBC-News-Russian,O O O O O O O O O O O O O O O O O O O O O BBC News
ru-90,"Адвокат Биби ивает , что его подзащитная продолжает отрицать свою вину .",O B_PER O O O O O O O O O O,O B_PER-Asia-Bibi O O O O O O O O O O,O Биби O O O O O O O O O O
ru-90,"По мнению женщины , она подверглась преследованиям из-за веры .",O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
ru-90,"Напомним , в 2009 году Асия Биби несколькими мусульманками .",O O O O O B_PER I_PER O O O,O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O,O O O O O Асия Биби O O O
ru-90,"После ссоры местные исламисты , заявив о том , что христианка якобы оскорбляла имя пророка Мухаммеда",O O O O O O O O O O O O O O O B_PER,O O O O O O O O O O O O O O O B_PER-Prophet-Muhammad,O O O O O O O O O O O O O O O Мухаммед
ru-90,К смертной казни женщину приговорили в 2010 году .,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
ru-90,"После того , как в 2011 году против смертного приговора Биби елам меньшинств , с ними расправились исламисты .",O O O O O O O O O O B_PER O O O O O O O O,O O O O O O O O O O B_PER-Asia-Bibi O O O O O O O O,O O O O O O O O O O Биби O O O O O O O O
ru-1112,Об отставке Джонсона тно за полчаса до обращения премьера Терезы Мэй Британии,O O B_PER O O O O O O B_PER I_PER B_LOC,O O B_PER-Boris-Johnson O O O O O O B_PER-Theresa-May I_PER-Theresa-May B_GPE-Great-Britain,O O Джонсон O O O O O O Тереза Мэй Британия
ru-1112,"Правительство Великобритании выпустило сообщение , что Тереза Мэй нную работу .",B_ORG I_ORG O O O O B_PER I_PER O O O,B_ORG-the-UK-Government I_ORG-the-UK-Government O O O O B_PER-Theresa-May I_PER-Theresa-May O O O,Правительство Великобритании O O O O Тереза Мэй O O O
ru-1112,Политический корреспондент BBC а превратил неловкую и сложную для премьера ситуацию в полномасштабный кризис .,O O B_ORG O O O O O O O O O O O O,O O B_ORG-BBC-Ltd O O O O O O O O O O O O,O O BBC O O O O O O O O O O O O
ru-1112,О правительственном кризисе в Великобритании оссии Мария Захарова,O O O O B_LOC O B_PER I_PER,O O O O B_GPE-Great-Britain O B_PER-Maria-Zaharova I_PER-Maria-Zaharova,O O O O Великобритания O Мария Захарова
ru-1112,Комментируя отставку Джонсона ликобритании все отчетливее проступают контуры правительственного кризиса .,O O B_PER O O O O O O O O,O O B_PER-Boris-Johnson O O O O O O O O,O O Джонсон O O O O O O O O
ru-1112,"Мария Захарова , МИД РФ орили о том , что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Мэй",B_PER I_PER O B_ORG I_ORG O O O O O O O O O O O O O B_ORG I_ORG,B_PER-Maria-Zaharova I_PER-Maria-Zaharova O B_ORG-Ministry-of-Foreign-Affairs-Russia I_ORG-Ministry-of-Foreign-Affairs-Russia O O O O O O O O O O O O O B_ORG-the-UK-Government I_ORG-the-UK-Government,Мария Захарова O МИД РФ O O O O O O O O O O O O O правительство Мэй
ru-1112,Пожалуйста .,O O,O O,O O
ru-1112,Оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики .,O O O O O O O O O O O O O,O O O O O O O O O O O O O,O O O O O O O O O O O O O
ru-1112,Накануне в отставку подал министр по вопросам выхода Великобритании,O O O O O O O O B_LOC,O O O O O O O O B_GPE-Great-Britain,O O O O O O O O Великобритания
ru-1112,Эта отставка связана с несогласием Дэвиса эй по будущим таможенным соглашениям с ЕС,O O O O O B_PER O O O O O O B_ORG,O O O O O B_PER-David-Davis O O O O O O B_ORG-European-Union,O O O O O Дэвис O O O O O O ЕС
ru-1112,В конце прошлой недели британский кабинет министров воров с Брюсселем ие зоны свободной торговли с Евросоюзом тавку .,O O O O B_ORG I_ORG I_ORG O O B_LOC O O O O O B_ORG O O,O O O O B_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom O O B_GPE-Brussles O O O O O B_ORG-European-Union O O,O O O O британский кабинет министров O O Брюссель O O O O O Евросоюз O O
ru-1112,Новым министром по Brexit ен экс-министр по делам жилищного строительства Доминик Рааб,O O O B_EVT O O O O O O B_PER I_PER,O O O B_EVT-Brexit O O O O O O B_PER-Dominic-Raab I_PER-Dominic-Raab,O O O Brexit O O O O O O Доминик Рааб
ru-1112,"План Терезы Мэй полагает создание зоны свободной торговли с ЕС равилах , а также создание совместной таможенной территории .",O B_PER I_PER O O O O O O B_ORG O O O O O O O O O,O B_PER-Theresa-May I_PER-Theresa-May O O O O O O B_ORG-European-Union O O O O O O O O O,O Тереза Мэй O O O O O O ЕС O O O O O O O O O
ru-1112,Сторонники жесткого Brexit гаемая стратегия сохранит зависимость Великобритании,O O B_EVT O O O O B_LOC,O O B_EVT-Brexit O O O O B_GPE-Great-Britain,O O Brexit O O O O Великобритания
ru-134,"В Пакистане роходят массовые акции протеста мусульман , которые возмущены оправданием христианки Асии Биби",O B_LOC O O O O O O O O O O B_PER I_PER,O B_GPE-Pakistan O O O O O O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi,O Пакистан O O O O O O O O O O Асия Биби
ru-134,"Пересмотреть смертный приговор , вынесенный женщине в 2010 году после спора о религии , призывали не только правозащитники , но и многие политики и религиозные деятели .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O
ru-134,"Премьер-министр Пакистана л , что протесты организуют радикальные исламисты , и попросил людей сохранять спокойствие .",O B_LOC O O O O O O O O O O O O O O,O B_GPE-Pakistan O O O O O O O O O O O O O O,O Пакистан O O O O O O O O O O O O O O
ru-134,"Сегодня в Пакистане илой разгорелись протесты , начавшиеся еще два дня назад после решения суда , отменившего смертный приговор по делу местной христианки Асии Биби",O O B_LOC O O O O O O O O O O O O O O O O O O O O B_PER I_PER,O O B_GPE-Pakistan O O O O O O O O O O O O O O O O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi,O O Пакистан O O O O O O O O O O O O O O O O O O O O Асия Биби
ru-134,"Католичка , в мусульманском Пакистане й религиозного меньшинства .",O O O O B_LOC O O O O,O O O O B_GPE-Pakistan O O O O,O O O O Пакистан O O O O
ru-134,"В результате ее реплики в споре о религии , разгоревшемся в буквальном смысле из-за стакана воды , в ноябре 2010 года ее приговорили к смертной казне через повешение и к штрафу , эквивалентному $ 1100 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ru-134,Дело стало резонансным не только в Пакистане,O O O O O O B_LOC,O O O O O O B_GPE-Pakistan,O O O O O O Пакистан
ru-134,В июне 2009 года госпожа Биби женщинами-мусульманками .,O O O O O B_PER O O,O O O O O B_PER-Asia-Bibi O O,O O O O O Биби O O
ru-134,Ее попросили принести всем воды из ближайшего колодца .,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
ru-134,"Она принесла , но сама выпила воду из лежавшей рядом с колодцем жестяной кружки .",O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O
ru-134,"Соседка возмущенно указала ей , что «нечистым христианам » нельзя пить из той же посуды , что и мусульманам .",O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O
ru-134,Начался спор .,O O O,O O O,O O O
ru-134,После нескольких реплик в адрес христианской веры Асия Биби есте за грехи человечества .,O O O O O O O B_PER I_PER O O O O O,O O O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O,O O O O O O O Асия Биби O O O O O
ru-134,Что сделал ваш пророк Мухаммед ества ?,O O O O B_PER O O,O O O O B_PER-Prophet-Muhammad O O,O O O O Мухаммед O O
ru-134,Другие работницы пожаловались на нее мулле .,O O O O O O O,O O O O O O O,O O O O O O O
ru-134,Собравшаяся возле дома Асии Биби ее мужа и детей .,O O O B_PER I_PER O O O O O,O O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O,O O O Асия Биби O O O O O
ru-134,От смерти их спасла полиция .,O O O O O O,O O O O O O,O O O O O O
ru-134,"Однако позднее госпожу Биби больше года в тюрьме , после чего предъявили обвинения в богохульстве .",O O O B_PER O O O O O O O O O O O O,O O O B_PER-Asia-Bibi O O O O O O O O O O O O,O O O Биби O O O O O O O O O O O O
ru-134,По стране проходили многолюдные демонстрации в поддержку смертного приговора .,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
ru-134,"Опрос общественного мнения показал , что каждый 20-й пакистанец",O O O O O O O O B_PER,O O O O O O O O B_GPE-Pakistan,O O O O O O O O пакистанец
ru-134,Смягчить наказание призывали правозащитные организации Amnesty International I .,O O O O O B_ORG I_ORG O O,O O O O O B_ORG-Amnesty-International I_ORG-Amnesty-International O O,O O O O O Amnesty International O O
ru-134,Просьбу о помиловании от имени всех верующих Русской православной церкви ий и всея Руси Кирилл,O O O O O O O B_ORG I_ORG I_ORG O O O O B_PER,O O O O O O O B_ORG-Russian-Orthodox-Church I_ORG-Russian-Orthodox-Church I_ORG-Russian-Orthodox-Church O O O O B_PER-Kirill-The-Patriarch-of-Moscow-and-all-Ru,O O O O O O O Русская православная церковь O O O O Кирилл
ru-134,После восьми лет пребывания в тюрьме в ожидании смертной казни в минувшую среду Асия Биби,O O O O O O O O O O O O O B_PER I_PER,O O O O O O O O O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi,O O O O O O O O O O O O O Асия Биби
ru-134,"В тот же день в Пакистане ты , участники которых выражали гнев в связи с решением суда и требовали казнить женщину .",O O O O O B_LOC O O O O O O O O O O O O O O O O,O O O O O B_GPE-Pakistan O O O O O O O O O O O O O O O O,O O O O O Пакистан O O O O O O O O O O O O O O O O
ru-134,"Впоследствии к этим призывам прибавились требования казнить судей , оправдавших ее .",O O O O O O O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O
ru-134,На фоне нарастающих протестов с телеобращением к гражданам выступил премьер-министр Имран Хан,O O O O O O O O O O B_PER I_PER,O O O O O O O O O O B_PER-Imran-Khan I_PER-Imran-Khan,O O O O O O O O O O Имран Хан
ru-134,"Он призвал людей к спокойствию и заявил , что протесты разжигают радикальные исламисты , чтобы преследовать собственные политические цели .",O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O
ru-134,"Чтобы обезопасить Верховный суд ных протестующих , полиции пришлось взять в круглосуточное оцепление целый район Исламабада",O O B_ORG I_ORG O O O O O O O O O O O B_LOC,O O B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan O O O O O O O O O O O B_GPE-Islamabad,O O Верховный суд O O O O O O O O O O O Исламабад
ru-134,Однако призывы властей пока ни к чему не привели .,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
ru-134,"Сегодня протестующие начали блокировать автомагистрали , власти были вынуждены отменить занятия в школах и институтах , опасаясь там волнений молодежи .",O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O
ru-134,"Власти страны не раскрывают местонахождение женщины и , по неофициальным данным , решили отложить ее освобождение после того , как переговоры с лидерами исламистов зашли в тупик .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ru-134,"Также не раскрывается страна , куда может эмигрировать Асия Биби и Франции",O O O O O O O O B_PER I_PER O B_LOC,O O O O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi O B_GPE-France,O O O O O O O O Асия Биби O Франция
